livre	chapitre	verset	fr	ewe
MAT	22	8	Alors il dit à ses serviteurs: Les noces sont prêtes; mais les conviés n’en étaient pas dignes.\wj*	Tete wógblo na efe dola- wo bena: Srodenuawo so gbe; ga- ke amesiwo wokpe la, womedze o.» 9 Eyanuti miyi mo dzeveewo dzi, eye amesiame, si ke miakpo la, miyoe vasródenkekenyuiedufe
MAT	22	13	Alors le roi dit aux serviteurs: Liez-lui les pieds et les mains, et jetez-le dans les ténèbres du dehors,\wj* où il y aura des pleurs et des grincements de dents.\wj*	Tete fia 1a gblo na kplo- nutisubolawo bena: Mibla afowo kple asiwo ne, eye mitsoe fu gbe de viviti tsiditsidi la me, afima avifafa kple aduklidudu lano. 14 Elabena ame gedewo nye ame- siwo woyo; ke ame wewo nye amesiwo wotia.? Nudzodzo na kaisaro, 15 Tete farisitowo yi, eye wode adanu alesi woawo, ne woatso eya nuto fe nyagbogblo atre mõ ne alee, 16 Eye wodo wofe nusro- lawo kple 'Herodiahawo do de egbo gblo bena: Nufiala, míenye bena, nyatefeto nénye, eye néle Mawu fe mo fiam le nyatefe me, eye amea deke fe nya media wo o; elabena mékpoa amewo fe nku me o
MAT	22	19	Montrez-moi la monnaie avec laquelle on paie le tribut.\wj* Et ils lui présentèrent un denier.	Mi- fia nudzosika lam. Eye wotso de- nario la va fiae
MAT	22	42	en disant: Que pensez-vous du Christ? De qui est-il fils?\wj* Ils lui répondirent: De David.	Aleke mie- buna le Kristo la ñutii? Ameka vi wònyea? Wodo nu ne bena: Dawid vie. 43 Egblo na wo be- na: Aleke pb wo Dawid yoe le a kp. 23-33 kpo Mar. 12,18-27; Lu. 20, 27 40. b ;Kor. a Do. 23, 8. . 25, 5. f Lu. 14, 6. y Kpo Mar. 12, v. 52. i Do. 15, 10. . 3, 6; . Mo. II, 13, 9; Mo. IV. 15, 38 v. 40. n kp.34-40 kpo Mar. 12, 28-31; Lu. 10, 25 28. . 6, 5. 11;ta18,4;Pet. r ,18; Ro. 13, 8. 10; . z kp. 41-46 kpo Mar.12,35-37; Lu. 20, 41 44. t Yoh. 7, 42. gbogbo me be Afeto, esi wògblo bena
MAT	22	44	Le Seigneur a dit à mon Seigneur:\wj*	b, Afeto la gblo na nye Afeto bena: Bobo no anyi de nye nudusi me, vasede esime matso wo ketowo ade wo afo te. 45 Azo ne Dawid yoe be Afeto la, aleke wo wónye via maha?
MAT	22	46	Nul ne put lui répondre un mot. Et, depuis ce jour, personne n’osa plus lui proposer des questions.	Eye amea deke mete nu do nyaa deke nu ne, alo do dzi gabia nyaa dee tso nkeke ma dzi heyina o./ Vàdodo na farisitowo kple agbaléflalawo. Ye- rusalem fe nuv0. Gbedoho fe gbegblé gbogblodi
MAT	23	2	Les scribes et les pharisiens sont assis dans la chaire de Moïse.\wj*	Agbalefialawo kple farisitowo bobo no Mose fe zikpui dzi; 3 eyanuti nusianu, si wogblo na mi la, miwoe, eye milé eme de asi; gake la migawo nu de wofe nuwonawo nu o, elabena wogblone, ke womewone o.t 4 Ke wodoa agba kpekpe, siwo wu tsotso la, hetsona doa amewo fe abota; cake woawo nuto melona be, wofe asibide deka naka wo ñu o
MAT	23	26	Pharisien aveugle! Nettoie premièrement\wj* l’intérieur de la coupe et du plat, afin que l’extérieur aussi devienne net.\wj*	Wò farisi- to, nkuagbato, klo kplu me gba- gbiagbā, bena enuti hã naqdi
MAT	23	28	Vous de même, au-dehors, vous paraissez justes aux hommes, mais, au-dedans, vous êtes pleins d’hypocrisie et d’iniquité.\wj*	Nenema ke miawo ha miedze- na ame dzodzoewo le gota le ame- wo fe nku me; ke mia me yo tan Tes. I. 2, 16. e Yoh. 16,2; ta , 17. / Mo. I. 4, 8; Kron. II. 24, . 27,30; Mi i. 6, 8. h Lu. 13, 34. i Lu.19,44 Fia. k Mar. 7, 4. t . n kpo Mar. 13; Lu. 21, 5 36. » Do. 23, 3. kple alakpadada kpakple madzo- madzonyenye
MAT	23	34	C’est pourquoi, voici,\wj* je vous envoie des prophètes, des sages et des scribes. Vous tuerez et crucifierez les uns,\wj* vous battrez de verges les autres dans vos synagogues, et vous les persécuterez de ville en ville,\wj*	Eyanuti kpo da, mele nyagblodilawo, nunyalawo kple agbaléfialawo dom de mia gb ; miawu wo dometoa dewo, eye miahe wo de ati nui, miafo wo dometoa dewo kple atam le miafe fufofewo, eye miati wo yome tso du me yi du me, 35 bena wu dzo- dzoe fe desiade, si woda ahe le anyigba dzi la, nava mia dzi, tso /Abel, ame dzodzoe la, fe wu la dzi vasede Zabarya, Barahya vi: la fe wu la dzi, amesi miewu le mawuho kple vosamlekpui la do- me
MAT	23	36	Je vous le dis en vérité, tout cela retombera sur cette génération.\wj*	Yayi mele egblom na mi bena: Nenem nusiawo kata ava dzidzime sia dzi. 37 Yerusalem, Yerusalem, si wu nyagblodilawo, eye wófo kpe fu amesiwo wodo do de egbo! Zi nenie medi bena, mato viwówo nu fu, abe alesi koklono foa viawo nu fu de efe awala te ene, pake mieló o!
MAT	24	21	Car alors, la détresse sera si grande qu’il n’y en a point eu de pareille depuis le commencement du monde jusqu’à présent, et qu’il n’y en aura jamais.\wj*	Elabena le gemagi me haha gà lava, esi meva kpo tso heheame fe gomedzedze vasede egbegbe o, eye megale vava ge akpo o.4 22 Eye ne womede nkeke mawo a kp. 36. b kp.11.24;7,15. d Yoh. 1. 4,1; Pet. II. 2, 1. f Lu. 17, 93. g Do. 11, 28. h Lu.17,37; Hi. i ; ; . k Yoh. 16,2; ta . 3, 1. ; ta . 1, 7; Kor. I. 15, 52; Tes. I. 4, 1G. s Yak. 5, 9. t v Lu. 17, 31. . 3, 7, . 16,29. . 6, 11; Lu. 17, 26. b , 20. d Yoel2,2 11. dzi o la, ekema nutiláa geke ma- Kpo dede o; ke le ame tiatiawo ta woade nkeke mawo dzi
MAT	24	25	Voici, je vous l’ai annoncé d’avance.\wj*	Kpo da, megbloe di na mi
MAT	24	28	En quelque lieu que soit le cadavre, là s’assembleront les aigles.\wj*	Afisi ke nu kuku le la, afima hówo foa fu do. 29 Ke enumake le nkeke mawo fe haha megbe la ?ge la ado vi- viti, eye gleti megale didi ge o, letiviwo lage tso dzifo, eye dzi- fowo fe nuséwo awuwu
MAT	24	37	Ce qui arriva du temps de Noé arrivera de même à l’avènement du Fils de l’homme.\wj*	Eye sigbe alesi Noa fe nkekewo no la, nenema ke lanye Amegbetovi 1a fe vava. 38 Elabena alesi wo- wo le nkeke, si dze ngo na èto- dodo me, wole nu dum, eye wole nu nom, wole srd dem, eye wole wo tsom na, bena woade, vasede nkeke, si dzi Noa yi de adakawua me, 39 eye womedze sii 0, vasede esime tododo va, eye wokplo wo kata yii la, nenema ke lanye Ame- gbetovi la fe vava
MAT	24	42	Veillez donc, puisque vous ne savez pas quel jour votre Seigneur viendra.\wj*	Eyanuti mino nudzo, elabena mienya ñkeke ka dzi mia Afeto la ava 0.4 43 Ke minya esia be- na de wonye afeato anya za fc nudzogi, si me fiafito ava la, anye ne ano nudzo, eye mana moe, be-, na, wóadze Kpo age de efe ae! me o
MAT	24	48	Mais, si c’est un méchant serviteur, qui dise en lui-même: Mon maître tarde à venir,\wj*	Ke ne dola vódi la agblo le efe dzi me bena: Nye afeto la tsi anyi, 49 eye wòade asi efe hadotsolawo fofo me, eye woadu nu, ano nu kple ahamulawo, 50 dola ma fe afeto ava le nkeke, si dzi mele mo kpom ne o kple gafofo, si menya o la dzi, 51 eye woafe eyama de eve, eye wóana efe gomee akpe de alakpatowo nu; 'afima avifafa kple aduklidu- du lano
MAT	25	3	Les folles, en prenant leurs lampes, ne prirent point d’huile avec elles;\wj*	Elabena abunetowo la wo- tso wofe akadiwo, ke wometso ami Kpe de wo ñuti o; 4 ke ada- Rudzelawo ya tso ami de wofe guiwo me kpe de wofe akadiawo nuti
MAT	25	7	Alors toutes ces vierges se réveillèrent, et préparèrent leurs lampes.\wj*	Tete detugbi kemawo kata fo, eye wodzra wofe akadi- Lododo le detugbi ewoawo ñuti. . 7, 6. b Lu. 17, 34. « 95, 13; Lu. 12, n ,2. h Kp. 14-90 kpo Lu. 19, 12 27. i Lu.12,42 46. 28, 1 Lu. 12, 47
MAT	25	12	Mais il répondit: Je vous le dis en vérité, je ne vous\wj* connais pas.\wj*	Ke eho edzi gblo bena: Vavà mele egblom na mi bena: Nyemenya mi o. 13 /Eya- nuti mino nudzo, elabena mienya nkeke la alo gafofo la o. Amea de fe talento mama na efe dolawo
MAT	25	29	Car on donnera à celui qui a, et il sera dans l’abondance, mais à celui qui n’a pas on ôtera même ce qu’il a.\wj*	Elabena amesiame, si nu le esi la, woana nui, woagbá go ne; ke amesi si nu mele o la, nusi le esi la, woaho eya hà le esi. 30 Eye dola, si menyo na naneke o la, mitsoe fu gbe de viviti tsiditsidi la me, afima avifafa kple adukli- dudu lano. Nuwuwu wonudodro
MAT	25	31	Lorsque le Fils de l’homme viendra dans sa gloire, avec tous les anges, il s’assiéra sur le\wj* trône de sa gloire.\wj*	Ke ne Amegbetovi la ava le efe nutikokoe me, eye dolawo katá akpe de enuti la, ekema abo- bo no efe nutikokoezikpui la dzi ;/ 32 eye ?woafo dukowo kata nu fu de efe nku me, eye wóamà wo me atso wo noewo gbo, abe alesi alékplola màa aléwo kple gbówo mee ene; 33 eye woatso aléwo ado efe nudusi me, ke atso gbó- wo ado efe mià me
MAT	25	39	Quand t’avons-nous vu malade, ou en prison, et sommes-nous allés vers toi?\wj*	Alo gbekagbe míekpo bena, wò làme gblé, alo néle gaho me, eye míe- 17; . b Lu. 13, 27; . 25; Lu. 8, 18. Jf 16, 21; 24,30; Tes. I. 4, 16. y Ro. 14, 10; Kor. II. 5, 10; Do. 10, 42; 17, 31; . h Dan. 12, Yoh. 5, 29. 2: 2) i kp. 2 5 Kpo Mar. 14, 1. 2; Lu. 22, 1. 2. 29; Ro.2,6; Ps. n ; . o kp.6 13kpo Mar. 14, 3 9; Yoh. 12,1 8; Lu. 7, 36 50. va kpo wo de maha?
MAT	25	40	Et le roi leur répondra: Je vous le dis en vérité,\wj* toutes les fois que vous avez fait ces choses à l’un de ces plus petits de mes frères, c’est à moi que vous les avez faites.\wj*	Eye fia la ado enu agblo na wo bena: Vavà mele egblom na mi bena: Nusianu, si miewo na nenem no- vinye sue siawo dometo deka la, nyee miewoe na. 41 Tete wóa- gblo na amesiwo le mia me la ha bena: Mite da tso gbonye, mi amesiwo wofo fi de; miyi de dzo mavo, si wodzra do di na Abosam kple efe dolawo la me! 42 Ela- bena do wum, eye miena nudu- dum 0; tsiko wum, eya miena miehom medze mia gbo o; meno amama, eye miedo awu nam o; nye làme gblé, meno gaho me, eye mieva kpom da o
MAT	26	5	Mais ils dirent: Que ce ne soit pas pendant la fête, afin qu’il n’y ait pas de tumulte parmi le peuple.	Ke wogblo bena: Menye le hkekenyuie la dzi o, bena zi nagato le duko la dome o. Amisisi na Yesu le Betania, 6 Esi Yesu le Betania le Si- mon, dzobuto la fe me la, 7 nyo- nua de va egbo kple alabastro- gui, eye ami, si fe asi sé nuto 1a, le eme, eye wótsoe ko de ta me ne, esi wóle kpló ñuti
MAT	26	20	Le soir étant venu, il se mit à table avec les douze.	Eye esi fiési do la, eno kplà ñuti kple ame wuieve la; 21 eye esi wole nu dum la, egblo bena: Vavà mele egblom na mi bena: Mia dometo deka adem asi
MAT	26	27	Il prit ensuite une coupe; et, après avoir rendu grâces, il la leur donna, en disant: Buvez-en tous;\wj*	Eye wótso kplu de asi, eye esi woóda akpe le eta la, etsoe na wo gblo bena: Mi kata mino le enu; 28 elabena esiae nye nye wu, si nye nubabla yeye la to, si woko de anyi le ame gedewo nuti hena nuvókeke la
MAT	26	31	Alors Jésus leur dit: Je serai pour vous tous, cette nuit, une occasion de chute; car il est écrit:\wj* Je frapperai le berger, et les brebis du troupeau seront dispersées.\wj*	¿Tete Yesu gblo na wo pe pena: Mi kata miele nudiadia kpo Lu.2231 34 ge le nutinye le za sia me; ela- VAR M pon coio di bena: Me1e alé- kplola fo ge, eye aléha blibo la ka- tà laka ahlé. 32 Ke le nye tsitre- tsitsi megbe la madze mia ngo ayi p. 17-1010 ne bena: Ne wo kata woakpo nu- Lu 2,7-13: diadia le ñutiwò la, nye la nyemele Mo. IL 12,1. ekpo ge gbede o
MAT	26	36	Là-dessus, Jésus alla avec eux dans un lieu appelé Gethsémané, et il dit aux disciples: Asseyez-vous ici, pendant que je m’éloignerai pour prier.\wj*	Tete woa kple Yesu wova a Kor. I.11, 23. . 15, 11
MAT	26	59	Les principaux sacrificateurs et tout le sanhédrin cherchaient quelque faux témoignage contre Jésus, suffisant pour le faire mourir.	Ke nunolagáwo kple Wonu- drólawo kata le awatsodasedidi- wo dim de Yesu nui, bena ye- woawui; 60 ke womekpo deke o, evo wonye awatsodasedila gede- wo va hai. Ke emegbe la awa- Xo.V.19,1. tsodasedila eve va gblo bena: BaoOM B1 Amesia gblo bena:/Mate nu 13. agbà mawuho la, eye magatui le v Yoh. 14,31. nkeke etoagbe
MAT	27	10	et ils les ont données pour le champ du potier, comme le Seigneur me l’avait ordonné.	eye wotso wo na de zemela fe abo ta, abe alesi Afeto la do nam ene. 11'Eye Yesu le tsitre de mõ- mefia la fe nku me, eye mómefia la biae bena: Wóe nye Yudatowo fe fia la maha? Yesu gblo ne bena: Wóe gbloe
MAT	27	14	Et Jésus ne lui donna de réponse sur aucune parole, ce qui étonna beaucoup le gouverneur.	Eye medo nyaku deka hd hà nu ne o, ale bena mómefia la fe mo wo ya Buto. a kp. 15-26 kpo Mar.15,6 15; Lu.23,13 25; Yoh. 18, 39 v. b Mar.15,1; Lu. d Yoh. 19, 13. eLu.23,1;Yoh. f kp
MAT	27	30	Et ils crachaient contre lui, prenaient le roseau, et frappaient sur sa tête.	Eye wo- 51 25, 25 26, 8 méfà nu do o, eye néfoa nu fu le afisi méwu nu do o, 25 eye esi mele vovóm la, medzo yi dadi wo talento la de do me; kpo da, ho wó nu
MAT	27	31	Après s’être ainsi moqués de lui, ils lui ôtèrent le manteau, lui remirent ses vêtements, et l’emmenèrent pour le crucifier.	Ke ne Amegbetovi la ava le efe nutikokoe me, eye dolawo katá akpe de enuti 1a, ekema abo- bo no efe nutikokoezikpui la dzi ;/ 32 eye fwoafo dukowo kata nu fu de efe nku me, eye wóamàá wo me atso wo noewo gbo, abe alesi aléekplola maa aléwo kple gbówo mee ene; 33 eye woatso al wo ado efe nudusi me, ke atso gbó- wo ado efe miá me
MAT	27	34	ils lui donnèrent à boire du vin mêlé de fiel; mais, quand il l’eut goûté, il ne voulut pas boire.	Tete fia la agblo na amesiwo le efe nu- dusi me la bena: Miva, mi Fo- fonye fe ame yayrawo, minyi fia- dufe, si wodzra do di na mi tso heheme fe gomedodoanyi me 1a, fe dome! 35 Elabena do wum, eye miena nududum; tsiko wum, 37,22 eye miena tsim ; amedzro menye, eye miehom medze mia gbo
MAT	27	36	Puis ils s’assirent, et le gardèrent.	Mele amama, eye miedo awu nam; nye lime gble, eye mieva Kpom da; mele gaho me, eye mieva gbonye
MAT	27	39	Les passants l’injuriaient, et secouaient la tête,	Alo gbekagbe míekpo bena, wó làme gblé, alo néle gaho me, eye míe- 17; . b Lu. 13, 27; . 25; Lu. 8, 18. Tes. I. 4, 16. g Ro. 14, 10; Kor. II. 5, 10; Do. 10, 42; 17, 31; Ne2.34,17. ; Yoh. 5, 29. i kp. 2 5 kpo Mar. 14, 1. 2; Lu. 22, 1. 2. 29; Ro.2,6; Ps. , n ; Hez. 18, m. o kp.6 13kpo Mar. 14,3 9; Yoh. 12,1 8; Lu. 7, 36 50. va kpo wò de maha?
MAT	27	41	Les principaux sacrificateurs, avec les scribes et les anciens, se moquaient aussi de lui, et disaient:	Tete woa- gblo na amesiwo le mià me la hà bena: Mite da tso gbonye, mi amesiwo wofo fi de; miyi de dzo mavo, si wodzra do di na Abosam kple efe dolawo la me! 42 Ela- bena do wum, eye miena nudu- dum 0; tsiko wum, eya miena miehom medze mia gbo o; meno amama, eye miedo awu nam o; nye láme gblé, meno gaho me, eye mieva kpom da o
MAT	27	44	Les brigands, crucifiés avec lui, l’insultaient de la même manière.	Tete woawo há woaho edzi ne agblo bena: Afeto, gbekagbe míekpo wo bena, do le wuwóm, alo tsiko le wuwóm, alo nénye amedzro, alo nàle amama, alo wo lame gblé, alo néle gaho me, eye míesubo wò o maha?
MAT	28	2	Et voici, il y eut un grand tremblement de terre; car un ange du Seigneur descendit du ciel, vint rouler la pierre, et s’assit dessus.	?Minyae bena, ñkeke eve megbe la nutitoto la ado, eye woade Amegbetovi la asi, be woa- klae de ati nui. 3 Tete nunolagáwo kple dume- güwo va kpe ta de nunolagá, si nko nye Kayafa la, fe md la me; 4 eye wode adanu bena, yewoalé Yesu le aiacu me, eye yewoa- wui
MAT	28	9	Et voici, Jésus vint à leur rencontre, et dit: Je vous salue.\wj* Elles s’approchèrent pour saisir ses pieds, et elles se prosternèrent devant lui.	Elabena woate nu adzra ami sia ho gae, eye woa- tsoe ana ame dahewo
MAT	28	11	Pendant qu’elles étaient en chemin, quelques hommes de la garde entrèrent dans la ville, et annoncèrent aux principaux sacrificateurs tout ce qui était arrivé.	Elabena ame dahewo la woli kpli mi ga, ke nye la nye- meli kpli mi da o
MAT	28	12	Ceux-ci, après s’être assemblés avec les anciens et avoir tenu conseil, donnèrent aux soldats une forte somme d’argent,	Elabena esi wótso ami sia ko de nye nutila dzi la, ewoe hena nye didi
MAT	28	13	en disant: Dites: Ses disciples sont venus de nuit le dérober, pendant que nous dormions.	Vava mele egblom na mi bena: Afisi ke woade gbe fa nyanywe sia afia le le heheme blibo la kata la, woagblo nusi nyonu sia wo la ha hena nkudodo eanx1. 147Tete ame wuieveawo dometo deka, si woyona bena Yuda Iska- riot la, to edzi yi de nunolagawo gbo gblo bena
MAT	28	15	Les soldats prirent l’argent, et suivirent les instructions qui leur furent données. Et ce bruit s’est répandu parmi les Juifs, jusqu’à ce jour.	Nuka mieló be, mianam, ne made eyama asi na mia? Ke woawo la wona klo- salo blaetoe
MAT	28	19	Allez, faites de toutes les nations des disciples, les baptisant au nom du Père, du Fils et du Saint-Esprit,\wj*	Eye nusrólawo wo, abe alesi Yesu do na wo la ene, eye wodzra nutitotolévi la do. 20 Eye esi fiési do la, eno kpló nuti kple ame wuieve la; 21 eye esi wole nu dum la, egblo bena: Vavü mele egblom na mi bena: Mia dometo deka adem asi
MRK	1	1	Commencement de l’Évangile de Jésus-Christ, Fils de Dieu.	Yesu Kristo, si enye Mawuvi la, fe nyanyuie la fe gome- dzedze enye esi. 2 Abe alesi wo- nlo di le nyagblodila Yesaya fe agbalé la me ene bena: Kpo da, mele ye dola dom do de ngowo, amesi adzra wò mo la do; 3 amesi o kp. 2 8 kpo 12 Lu. 3, 1 18 Yoh.1,19 30 Ma1.3,1;Lu.7, 27: . p Yoh.1,6; po le ġli dom le gbeadzi la fe gbe enye esi: , Midzra Afeto fe mo la do, miwo efe motatawo dzodzoe
MRK	1	29	En sortant de la synagogue, ils se rendirent avec Jacques et Jean à la maison de Simon et d’André.	Eye enumake esi wodo go bena: Wòe nye vinye, si gbo nye- Lu. 4,'38 41. ts0 fufofea la, Yakobo kple Yo- melóa nu le o; wo nu mekpoa hanes Kpe de wo nu yi de Simon nudzedze lena. kple Andrea fe me
MRK	1	32	Le soir, après le coucher du soleil, on lui amena tous les malades et les démoniaques.	Ke le IIe me, esime ge 14 Ke esi wolé Yohanes de gaho do to la, wotso amesiwo kata fe me megbe la, Yesu va Galilea làme gblé, kple esiwo me gbogbo hele gbe fà dem Mawu fe nya- vowo le la, va egboe
MRK	1	33	Et toute la ville était rassemblée devant sa porte.	Eye du nyuie la pena
MRK	1	35	Vers le matin, pendant qu’il faisait encore très sombre, il se leva, et sortit pour aller dans un lieu désert, où il pria.	Eye esi wófo fonli la, edo nye
MRK	1	36	Simon et ceux qui étaient avec lui se mirent à sa recherche;	Eye Simon kple amesiwo Kpe de enuti la, di eyo- me mo; 37 eye wokpoe, eye wo- gblo ne bena: Amewo kata le di- wom
MRK	1	39	Et il alla prêcher dans les synagogues, par toute la Galilée, et il chassa les démons.	Eye wóyi de wofe fufofeawo me le Galilea kata hele gbe fà dem, eye wòle gbogbo voówo nyam le go 21 Eye wodzo yi de Kaper- zkp.2128kpo domii. naum; eye enumake le Sabat-üke- /,,,,,,,, 40 Eye anyidzelaa de va egbo kea dzi la efia nu le fufofe la. wat. v, 25-4; le kuku dem ne, eye wódze klo 22 Eye kuvia do wo le efe nu- Pu. 5?-1 ne gblo bena: Ne e1b ko, ate nu Baia la ñuti; elabena efia nu wol'y2 5, w. laklo hutinye
MRK	1	43	Jésus le renvoya sur-le-champ, avec de sévères recommandations,	Eye esi wóblu de eta la, enyáe do go enumake, 44 eye woógblo ne bena: Kpo nyuie! Me- gagblo naneke naamea deke o; ke heyi natso dokuiwò afia mawunu- nola bon, eye na nusiwo ñuti Mose de se do la, le wo nutikoklo la ñuti, ne wóanye dasedidi na wo
MRK	2	17	Ce que Jésus ayant entendu, il leur dit: Ce ne sont pas ceux qui se portent bien qui ont besoin de médecin, mais les malades.\wj* Je ne suis pas venu appeler des justes, mais des pécheurs.\wj*	Eye esi Yesu see 1a, egblo na wo bena: Menye lámesesétowoe hiša gbedala o, negbe dolélawo ko; nyemeva ame dzodzoewo yo ge o, negbe nuvowolawo ko. Le nutsitsido nuti. - 18 Eye Yohanes fe nusrólawo kple farisitowo tsia nu dona; eye wova gblo ne bena: Nukanuti Yohanes fe nusrólawo kple fari- sitowo fe nusrólawo tsia nu dona, eye wo nusrólawo ya metsia nu dona o maha?
MRK	2	24	Les pharisiens lui dirent: Voici, pourquoi font-ils ce qui n’est pas permis pendant le sabbat?	Eye farisitowo gblo ne bena: Kpo da, wowo nusi mele sea nu o la le Sabat dzi!d 25 Eye wò- gblo na wo bena: Alo miehlé nusi Dawid wo la Kpo o, esime ha tui, eye do wu eya kple amesiwo kpe de enuti la o maha??
MRK	2	27	Puis il leur dit: Le sabbat a été fait pour l’homme, et non l’homme pour le sabbat,\wj*	Eye wo- gblo na wo bena: Wowo Sabat le ame ta, eye menye ame le Sabat ta o; 28 eyanuti Amegbetovi lae nye Sabat hà dzi Afeto. Yesu da gbe le amea de,si titi lé asi ne la nu le Sabat dzi
MRK	3	9	Il chargea ses disciples de tenir toujours à sa disposition une petite barque, afin de ne pas être pressé par la foule.	Eye wogblo na efe nusrólawo bena, woadzra wuvi la do ne le ameha la ñuti bena, ne woagamimi ye do o; 10 elabena eda gbe le ame gedewo nuti ale bena, ame gede a kp. 23-28 kpo 8; Lu.6,1 5;Mo. V. 23, 25. b . . 20, 10. f kp. 13-19 kpo 4; Lu. 6, 12 16; . . 21, 6. h ,20; Mo.II1.24,5-9; Mo. JI. 29, 32. i Yoh.1,42; Do. . 5, 14. l kp. 1 6 kpo Mnat.12,9 14; Lu. 6, 6 11. n Yoh. 1,41-45; o Yoh. 6, 71. p Yoh. 9, 18; Lu.13,14;14,3. s kp.22-30 kpo ; Lu.11, 15 22; t Yoh. 5, 18. u kp.7 12kpo . 16; Lu. 6, 17 19. alesinu le veve sem la, te de edzi, bena yewoade asi enu.?
MRK	3	14	Il en établit douze, pour les avoir avec lui,	Eye wódo ame wuieve, bena woano ye nui, eye bena yeado wo ado da woadade gbe fà, 15 eye bena ñusë nano wo si hena gbo- gbo vówo nyanya do poe
MRK	3	16	Voici les douze qu’il établit: Simon, qu’il nomma Pierre;	!Eye wódo ame wuieveawo, Simon, eyae wona nkoe bena Petro, 17 Yakobo, Zebedeo vi la, kple Yohanes, Ya- kobo novi la, eye wóna nko woa- wo bena Boanerges, si gome enye dzidegbeviwo; Andrea kple Fi- lipo, Bartolomeo kple Toma, Ya- kobo, Alfeo vi la, Tadeo, Simon, Kananito la
MRK	3	19	et Judas Iscariot, celui qui livra Jésus.	kpakple Yuda Iskariot, si fia eyome mo la ha. Yesu fo nu le nuvówowo de Gbogbo kokoe ñu fe tohehe nu na agbaléfialawo
MRK	3	28	Je vous le dis en vérité,\wj* tous les péchés seront pardonnés aux fils des hommes, et les blasphèmes qu’ils auront proférés;\wj*	Vavà mele egblom na mi bena: Woatso amegbetoviwo fe nuvó, siwo kata wowona, kple busunya, siwo wo- gblona la, ake wo; 29 Ke amesi agblo busunya de Gbogbo kokoe la nu la, makpo tsotsoke vasede mavomavo me 0; ke bon enyi nuvo mavomavo fe fe; 30 elabena wogblo be: Gbogbo makomako le eme. Amesiwo nye Yesu fe fometo vavàwo
MRK	4	3	Écoutez. Un semeur sortit pour semer.\wj*	Mido to! Kpo da, nukuwula do go yi nuku wu ge; 4 eye wóva ve me bena, esi wole ewum la, dewo ge de mo to, eye heviwo va mi wo. 5 Eye bubu ge de kpenyigba dzi, afisi mekpo anyi gede le o; eye wódo nu da enumake, elabena mekpo anyi so gbo o; 6 eye esi be dze la, ndokutsu dui; eye esi ke meli ne o nuti la, eyro
MRK	4	18	D’autres reçoivent la semence parmi les épines; ce sont ceux qui entendent la parole,\wj*	Eye bubu, siwo wowu de ñuwo dome la, woawo nye ame- siwo sea nya la, 19 eye heheame fe agbagbadzedzewo kple kesino- nu fe beble kpakple nu mamlea- wo fe amedzodzro yina de wo me, eye wotsyoa nya la dzi, eye wò- tsia matsematse./ 20 Eye esiwo wowu de anyigba nyw la dzi 1a, woawo nye amesiwo sea nya 1a, eye wobone, eye wotsena, dewo blaetó, dewo blaade, dewo alafa
MRK	4	23	Si quelqu’un a des oreilles pour entendre, qu’il entende.\wj*	Amesi to senu li ne la, nesee
MRK	4	26	Il dit encore: Il en est du royaume de Dieu comme quand un homme jette de la semence en terre;\wj*	Eye wógblo bena: Mawufia- dufe la le ale, abe alesi ame tsoa nuku de anyigbatu me ene; 27 eye wódoa aló, eye woófona za kple keli, eye nuku la miena, eye wò- tsina ale bena, eya huto menyane o
MRK	5	2	Aussitôt que Jésus fut hors de la barque, il vint au-devant de lui un homme, sortant des sépulcres, et possédé d’un esprit impur.	Eye esi wódo go le wu la me la, amea de, si me gbogbo mako- mako le la, do go tso yodowo me va kpee, 3 amesi fe nofe nye yo- dowo me, eye amea deke mete nu blane kple kosokoso go ha o; Yesu da gbe le gbogbo và toa de ñu. d ; Lod. 30, 4. kmap at.8,28 34; . b - . sianu, si Afeto la wo na wò kple Lu. 8, 26 40. a kp. 30-34 kpo Mae. 13, 31.32; Lu. 13, 18. 19. b kp. 35-41 kpo Maf.8,18.23 v. 27; Lu.8,22-25
MRK	5	6	Ayant vu Jésus de loin, il accourut, se prosterna devant lui,	Eye esi wókpo Yesu le adzoge ke la, efu du va dze klo ne; 7 eye wódo li kple gbe sesé bena: Nya kae le mía kpli wo dome, Yesu, Mawu dzito- wito la fe Vi! Meta Mazu na wo bena, megawo funyafunyam o
MRK	5	22	Alors vint un des chefs de la synagogue, nommé Jaïrus, qui, l’ayant aperçu, se jeta à ses pieds,	Eye fufofe la fe amegáwo dometo deka, si nko nye Yairo la, va, eye esi wokpoe la, edze klo de efe afo nu, 23 eye wode kuku ne vevie nuto gblo bena: Vinye- nyonuvi do kudo nu, va ne natso wo asi ada de edzi, bena efe lame nasé, eye wòatsi agbe
MRK	5	25	Or, il y avait une femme atteinte d’une perte de sang depuis douze ans.	Eye nyonua de,si nu wu le dodom le fe wuieve son, 26 eye wòkpe fu gede tso gbedala ge- dewo gbo hegblé nusiwo kata le esi, gake mele nyonyom ne o, ke bon wógado gà de edzi wu la, 27 esi wose Yesu nko la, eva dze amehawo le emegbe, eye wóde asi efe awu ñuti; 28 elabena egblo bena: Ne mede asi efe awu nu ko la, nye láme ase
