livre	chapitre	verset	fr	ewe
REV	19	21	Et les autres furent tués par l’épée qui sortait de la bouche de celui qui était assis sur le cheval; et tous les oiseaux se rassasièrent de leur chair.	Eye wotso yi,si do tso amesi le so dzi la fe nu me 1a, wu ame susoeawo. Wobla Satana fe 1000. Ame kukuwo fe tsi- tretsits! gbato
REV	11	11	Après les trois jours et demi, un esprit de vie, venant de Dieu, entra en eux, et ils se tinrent sur leurs pieds; et une grande crainte s’empara de ceux qui les voyaient.	Eye nkeke etó kple afá megbe la agbegbogbo tso Mawu gbo ge de wo me, eye wotsi tre de wofe afowo dzi, eye vovó gàa de va dze amesiwo kpo wo la dzi
REV	7	14	Je lui dis: Mon seigneur, tu le sais. Et il me dit: Ce sont ceux qui viennent de la grande tribulation; ils ont lavé leurs robes, et ils les ont blanchies dans le sang de l’agneau.	Eye megblo ne bena: Nye afeto, woe nyae! Eye wógblo nam bena: Àmesiawo nye amesiwo do go tso haha gá la me, eye wo- nyà wofe awuwo, eye wowo wo ġie le dalëvi la fe wu la me
REV	15	1	Puis je vis dans le ciel un autre signe, grand et admirable: sept anges, qui tenaient sept fléaux, les derniers, car par eux s’accomplit la colère de Dieu.	Eye mekpo dzesi bubu le = dzifo, si lolo, eye wówo nu- ku: mawudola adre lé fuwoame mamleto adreawo de asi; elabena woawo me wowu Mawu fe do- medzoe 1a nu le
REV	20	9	Et ils montèrent sur la surface de la terre, et ils investirent le camp des saints et la ville bien-aimée. Mais un feu descendit du ciel, et les dévora.	Eye woyi anyigba la fe gbadzate, eye wode to de ame kokoewo fe asa- da kple du lolo la nu, beye dzo hlé tso dzifo va fiá wo
REV	16	9	et les hommes furent brûlés par une grande chaleur, et ils blasphémèrent le nom du Dieu qui a l’autorité sur ces fléaux, et ils ne se repentirent pas pour lui donner gloire.	Eye dzohoho gà nuto du amewo, eye wode busu Mawu fe nko, si kpo nusé de fuwoame sia- wo dzi, Yeye wometro le wofe dzi me, bene woatso kafukafu ne o
REV	5	8	Quand il eut pris le livre, les quatre êtres vivants et les vingt-quatre vieillards se prosternèrent devant l’agneau, tenant chacun une harpe et des coupes d’or remplies de parfums, qui sont les prières des saints.	Eye esime wóho agbaléa la, nu gbagbe eneawo kple amegà hoho blave vo eneawo tsyo mo anyi de alévi la fe nku me, eye dsankuwo kple sikagba, siwo me yo tan kple atike wewee, si nye ame kokoewo fe *gbedododawo la, le wo dome amesiame si
REV	10	1	Je vis un autre ange puissant, qui descendait du ciel, enveloppé d’une nuée; au-dessus de sa tête était l’arc-en-ciel, et son visage était comme le soleil, et ses pieds comme des colonnes de feu.	Eye mekpo mawudola sesé a bubua de le didim tso dzifo le alilikpo me, eye /anyiewo le efe ta me, eye efe nku me le abe pe ene, eye efe afowo le abe dzosotiwo ene, 2 eye agba- lévi, si wowu la, e esi, eye wò- tso efe nudusiio da de atsiafu dzi, eye wótso efe miàfo da de anyigba dzi, Z eye wódo gli kple gbe paa de, labe alesi dzata dea Mawudola la kple agbale, si Yobanes mi. Dzidegbe adreawo. gbe ene, eye esime wódo gli la, 1,2 dzidegbe adreawo de wofe gbe de go
REV	22	21	Que la grâce du Seigneur Jésus soit avec tous!	Afeto Yesu Kristo fe ame- nuveve nano anyi kple ame ko- koeawo katà! Amen
REV	7	12	en disant: Amen! La louange, la gloire, la sagesse, l’action de grâces, l’honneur, la puissance, et la force, soient à notre Dieu, aux siècles des siècles! Amen!	Amen, kafukafu kple nutikokoe kple nunya kple akpedada kple bubu kple nutete kple ñusë woana mia Mawu la tso mavo me yi de mavo me! Amen. a . 6. d . h . k ; . t . o . r . . 9, 13 Eye amepa hohoawo dometo deka do nu gblo nam bena: Ame- kawoe nye esiawo do awu wlaya giwo, eye afika wotso maha?
REV	14	13	Et j’entendis du ciel une voix qui disait: Écris: Heureux dès à présent les morts qui meurent dans le Seigneur! Oui, dit l’Esprit, afin qu’ils se reposent de leurs travaux, car leurs œuvres les suivent.	Eye mese gbea de tso dzifo le gbogblom bena: Mo bena: Woayra ame kuku, siwo ku le Afeto la me tso esia dzi heyina; €, Gbogbo la gblo bena, /woa- dzudzo wo dokui tso wofe agba- gbadzedzewo me, elabena wofe dowowowo dze wo yome. h kp. 15. . 8
REV	20	12	Et je vis les morts, les grands et les petits, qui se tenaient devant le trône. Des livres furent ouverts. Et un autre livre fut ouvert, celui qui est le livre de vie. Et les morts furent jugés selon leurs œuvres, d’après ce qui était écrit dans ces livres.	Eye mekpo ame kukuwo, ame tsitsiwo kple devi- wo, le tsitre de fiazikpui la ngo, eye wowu agbaléwo; eye wowu agbalé bubua de, si nye agbe- a Ro. 2, 6. .2,9.10. ë Yoh.5, 28.29. f Kor. L. 15, 26. g . 22. 27; Lu. 22,30; Kor. I. 6, 2. í ; Pet. II. 3, 13
REV	14	9	Et un autre, un troisième ange les suivit, en disant d’une voix forte: Si quelqu’un adore la bête et son image, et reçoit une marque sur son front ou sur sa main,	Eye mawudola bubu, si nye eba la, dze wo yome le gbo- gblom kple gbe pa bena: Ne amea de de ta agu na là la kple efe legba, eye woho efe dzesi do efe ngonu alo efe asi nu la, 10 eya lano Mawu fe domedzoe fe aha, si wometoto ko de efe domedzoekplu la me o, eye woa- tso dzo kple dzokpe awo fui le mawudola kokoeawo kple alévi la nku me
REV	14	3	Et ils chantent un cantique nouveau devant le trône, et devant les quatre êtres vivants et les vieillards. Et personne ne pouvait apprendre le cantique, si ce n’est les cent quarante-quatre mille, qui avaient été rachetés de la terre.	Eye wodzi dha yeyea de le fia- zikpui la kple nu gbagbe eneawo kpakple amegà hohoawo fe hku me; eye amea deke mete nu sró hadzidzi la o, negbe ame akpe alafa deka blane vo ene, siwo 14, 4 15,4 wofle tso anyigba dzi la koe
REV	21	7	Celui qui vaincra héritera ces choses; je serai son Dieu, et il sera mon fils.	Amesi ke du dzi la, anyi nusiawo fe dome, teye manye efe Mawu, eye eya hà anye vinye
REV	17	17	Car Dieu a mis dans leurs cœurs d’exécuter son dessein et d’exécuter un même dessein, et de donner leur royauté à la bête, jusqu’à ce que les paroles de Dieu soient accomplies.	Elabena Mawu tsoe de wofe dzi me, bene woawo efe tamedodo dzi, eye woawo tamedodo deka dzi, eye woatso wofe fiadufe ana la la, halase esime woawu Mawu fe nyawo nu
REV	13	13	Elle opérait de grands prodiges, même jusqu’à faire descendre du feu du ciel sur la terre, à la vue des hommes.	Eye wowo ?dzesi gawo bena, wóna dzo gó hà ge tso dzifo dze anyigba le amewo fe üku me
REV	16	20	Et toutes les îles s’enfuirent, et les montagnes ne furent pas retrouvées.	Eye *fukpowo kata si, eye 16, 21 18, 4 womegakpo towo o
REV	1	20	le mystère des sept étoiles que tu as vues dans ma main droite, et des sept chandeliers d’or. Les sept étoiles sont\wj* les anges des sept Églises, et les sept chandeliers sont les sept Églises.\wj*	Gletivi adre, siwo nékpo le nye nudusi me kple sikakaditi adre la fe nya bapa enye si: Gletivi adreawoe nye hame adreawo ge dolawo, eye akaditi adreawoe nye hame adrea- wo. Agbalé, si woñlo do de hamedzikpola kple hame, si le Efeso. Nlo do de hame, si le Efeso la, fe dola bena: Amesi lé 5letivi adre de efe nudusi, amesi e sikakaditi adreawo titina zom la, eyae gblo esiawo bena
REV	7	3	Ne faites point de mal à la terre, ni à la mer, ni aux arbres, jusqu’à ce que nous ayons marqué du sceau le front des serviteurs de notre Dieu.	Migawo vo anyi- gba alo atsiafu alo atiawo o, *va- sede esime míatre mía Mawu fe dotsolawo fe ngowonu
REV	8	10	Le troisième ange sonna de la trompette. Et il tomba du ciel une grande étoile ardente comme un flambeau; et elle tomba sur le tiers des fleuves et sur les sources des eaux.	Eye mawudola etólia ku kpe la, feye gletivi gaa de, si le bibim abe kakati ene la, ge tso dzifo, eye wodze tosisiwo fe akpa etó- lia kple tsi dzidziwo dzi
REV	8	11	Le nom de cette étoile est Absinthe; et le tiers des eaux fut changé en absinthe, et beaucoup d’hommes moururent par les eaux, parce qu’elles étaient devenues amères.	Eye $letivi ma fe nkoe nye Apsinto (enye gbe, si vena abe atsa ene), eye towo fe akpa etolia tro zu tsi veve, eye amewo dome ge- deawo ku le tsiawo ta, le esi wole vevem akpa la nuti
REV	18	19	Et ils jetaient de la poussière sur leurs têtes, ils pleuraient et ils étaient dans le deuil, ils criaient et disaient: Malheur! Malheur! La grande ville, où se sont enrichis par son opulence tous ceux qui ont des navires sur la mer, en une seule heure elle a été détruite!	Eye wolo Kewo ko de ta me, eye wodo gli le avi fam hele ko- nyi fam le gbogblom bena: Baba na wo, baba na wo du gà, si me amesiwo kata si wu le le fu dzi la, tro zu kesinotowo le efe ke- sinotonyenye nuti! Elabena wo- tsróe le gafofo deka me
REV	5	5	Et l’un des vieillards me dit: Ne pleure point; voici, le lion de la tribu de Juda, le rejeton de David, a vaincu pour ouvrir le livre et ses sept sceaux.	Tete amegá hohoawo dometo deka gblo nam bena: Megafa avi o; kpo da, ?dzata, si tso Yuda fe to la me, si nye Dawid fe ke la, edu dzi, Be woawu agbalé la, eye woade efe nutrenu adreawo da
REV	13	1	Puis je vis monter de la mer une bête qui avait dix cornes et sept têtes, et sur ses cornes dix diadèmes, et sur ses têtes des noms de blasphème.	Eye metsi tre de futake la dzi, eye mekpo Maa de le dodom tso atsiafu me, eye dzo ewo kple ta adre li ne, eye fia- kuku ewo le efe dzoawo dzi, eye busunkowo le efe tawo nu
REV	18	8	A cause de cela, en un même jour, ses fléaux arriveront, la mort, le deuil et la famine, et elle sera consumée par le feu. Car il est puissant, le Seigneur Dieu qui l’a jugée.	?Eyata le nkeke deka dzi la efe fukpekpewo ava edzi: Ku kple konyifafa kpakple dowuame, leye woato dzoe woafiá kenken; elabena Afeto Mawu, amesi dro wonui la, enye nuséto. Fiawo, asitsalawo kple Wumenolawo fa konyi. Wokpo dzidzo le dzifo le Babilon mumu nuti
REV	16	17	Le septième versa sa coupe dans l’air. Et il sortit du temple, du trône, une voix forte qui disait: C’en est fait!	Eye mawudola adrelia tro efe kplu la ko de ya me, eye gbe gàa de di tso gbedohoa me tso fiazikpui la gbo le gbogblom bena: Wowge vo!
REV	13	9	Si quelqu’un a des oreilles, qu’il entende!	Ne amea de to li ne la, nesee!
REV	12	15	Et, de sa bouche, le serpent lança de l’eau comme un fleuve derrière la femme, afin de l’entraîner par le fleuve.	Eye da la tu tsi tso efe nu me de nyo- nua yome abe tosisi ene, bene tosisi la nalée ayii
REV	6	6	Et j’entendis au milieu des quatre êtres vivants une voix qui disait: Une mesure de blé pour un denier, et trois mesures d’orge pour un denier; mais ne fais point de mal à l’huile et au vin.	Eye mese gbea de, abe nu gbagbe eneawo dome wodi le ene hele gbogblom bena: Lu dzidzenu deka b Fla. I. 22, 19. d ; . e . f Kron.1.29,11; Fil. 2, 9. 10. . 4, 10. n ; .4;Lu. pi, 6; 5, 6. 8. m . s 2a}.1,8;6,1-8. n , 19. v Lu. 23, 30. z Ro. 2, 5. naho denario deka, eye fo dzi- dzenu etó naho denario deka, eye megawo yba deke ami kple wein o
REV	17	11	Et la bête qui était, et qui n’est plus, est elle-même un huitième roi, et elle est du nombre des sept, et elle va à la perdition.	Eye là, si no anyi, eye megali ola, eya nuto ha enye enyilia, eye wonye adreawo do- meto deka, teye wòyina de gbe- gblē me
REV	19	17	Et je vis un ange qui se tenait dans le soleil. Et il cria d’une voix forte, disant à tous les oiseaux qui volaient par le milieu du ciel: Venez, rassemblez-vous pour le grand festin de Dieu,	Eye mekpo mawudola dekaa de le tsitre le ge me, eye wódo ëli kple gbe seséa de le gbo- gblom na hevi, siwo katà dzona le dzifo titina la bena: 'Miva fo mia dokui nu fu de Mawu fe nu- dudu gà la gbo, 18 bena miadu fiawo fe là kple awafiawo fe là kple ame seséwo fe là kple sowo kple wo dzinolawo fe là kple ablodeviwo kple kluviwo kple de- viwo kpakple ame tsitsiwo kata fe là
REV	14	6	Je vis un autre ange qui volait par le milieu du ciel, ayant un Évangile éternel, pour l’annoncer aux habitants de la terre, à toute nation, à toute tribu, à toute langue, et à tout peuple.	Eye mekpo ?mawudola bubua de le dzodzom le dzi£o titina, eye wolé nyanyuie mavo de asi, be yeagblo afia anyigbadzinolawo a . Dzidzo nuñeñe kple keleme dziño
REV	22	3	Il n’y aura plus d’anathème. Le trône de Dieu et de l’agneau sera dans la ville; ses serviteurs le serviront et verront sa face,	Eye *busunua de- ke megale anyi no ge o, eye Ma- wu kple Alévi la fe fiazikpui la ano me, eye wofe dolawo asuboe, 4 eye woakpo efe hku me, eye efe nko ano wofe ngowonu
REV	3	6	Que celui qui a des oreilles entende ce que l’Esprit dit aux Églises!\wj*	Amesi ke to li ne la, nese nusi Gbogbo la gblo na hameawo. . Agbalé, si worilo do de hamedzikpola kple hame, si le Filadelfia
REV	3	18	je te conseille d’acheter de moi de l’or éprouvé par le feu, afin que tu deviennes riche, et\wj* des vêtements blancs, afin que tu sois vêtu et que la honte de ta nudité ne paraisse pas, et un collyre pour oindre tes yeux, afin que tu voies.\wj*	Mele aўaiu dom na wo be, ?na e sika, si wo- lólo le dzo me 1a, le asinye, be nazu kesinoto, kple avo gi, be na- tsyo, ne wo nukpefe nagadze o, kpakple nkutike, be nasi de wo nkuwo, be nakpo nu
REV	18	2	Il cria d’une voix forte, disant: Elle est tombée, elle est tombée, Babylone la grande! Elle est devenue une habitation de démons, un repaire de tout esprit impur, un repaire de tout oiseau impur et odieux,	Eye wódo éli kple gbe sesé le gbogblom bena: Emu, Babilon gà la mu! ?Eye wotro zu gbogbo vOwo fe nofe kple gbogbo makomakowo kata fe gaho kple hevi makomako, si- wo kata wotsri la, fe hadza
REV	10	8	Et la voix, que j’avais entendue du ciel, me parla de nouveau, et dit: Va, prends le petit livre ouvert dans la main de l’ange qui se tient debout sur la mer et sur la terre.	Eye gbe, si mese tso dzifo 1a, gafo nu kplim, eye woógblo bena: Yi nadaho agbalévi, si le wuwu le mawudola, si le tsitre de atsiafu kple anyigba dzi la si
REV	16	21	Et une grosse grêle, dont les grêlons pesaient un talent, tomba du ciel sur les hommes; et les hommes blasphémèrent Dieu, à cause du fléau de la grêle, parce que ce fléau était très grand.	Eye tsi- kpe gà, siwo fe kpekpeme ano talento deka la, dza tso dzifo Me de amewo dzi, beye amewo do bu- su Mawu le tsikpeawo fe fuwoa- . 9, 23. b kp. 9. d kp. 8; 19, 20. me la ñuti; elabena wote fuwoa- 0.4 me la nu sé nuto. Babilon gà la; nyonu, si le là dzi; le Alēvi la nuti
REV	15	8	Et le temple fut rempli de fumée, à cause de la gloire de Dieu et de sa puissance; et personne ne pouvait entrer dans le temple, jusqu’à ce que les sept fléaux des sept anges fussent accomplis.	Eye dzu- dzo, si tso Mawu fe nutikokoe kple efe nusé gbo la, yo gbedo- ho la me tan, eye amea deke me- te nu ge de gbedoho la me o, vasede esime wowu mawudola adreawo fe fuwoame adreawo nu. Mawudola adre ko Mawu fe domedzoekpluwo de anyi
REV	14	20	Et la cuve fut foulée hors de la ville; et du sang sortit de la cuve, jusqu’aux mors des chevaux, sur une étendue de mille six cents stades.	Eye 'wofanya weintsetsea- wo kple afo le dua godo, eye wu do le weinfiinu la me le gogom vasede keke sowo fe numega nuti ke, eye wóde stadio akpe deka kple alafa ade
REV	17	13	Ils ont un même dessein, et ils donnent leur puissance et leur autorité à la bête.	Ne- nem me siawo la tamedodo deka li na wo, eye wotso wofe nutete kple nuse na la la
REV	3	10	Parce que tu as gardé la parole de la persévérance en moi, je te garderai aussi à l’heure de la tentation qui va venir sur le monde entier, pour éprouver les habitants de la terre.\wj*	Le esi nólé nye 4dzido- nya me de asi nuti la, eyata nye ha malé wó de asi le tetekpo fe gafofo, si le heheame kata dzi va ge, be woate amesiwo noa anyi- gba dzi akpo la me
REV	9	3	De la fumée sortirent des sauterelles, qui se répandirent sur la terre; et il leur fut donné un pouvoir comme le pouvoir qu’ont les scorpions de la terre.	Eye wetsuviwo do go tso dzudzo la me de anyigba la dzi, eye wona nusé wo, abe alesi nusé le anyigba dzi dzidegbewo nu ene
REV	12	13	Quand le dragon vit qu’il avait été précipité sur la terre, il poursuivit la femme qui avait enfanté l’enfant mâle.	Eye esime wo driba la kpo bena, wotso ye fu gbe de anyi- gba la, eti nyonu, si dzi nutsuvi la yome
REV	2	11	Que celui qui a des oreilles entende ce que l’Esprit dit aux Églises: Celui qui vaincra n’aura pas à souffrir la seconde mort.\wj*	Amesi ke to li ne la, nese nusi Gbogbo la gblo na hameawo pena: Amesi ke: du dzi la, ku evelia mawo yba dekee o. Agbalé, si worilo do de hamedzikpola kple hame, si le Pergamo
REV	18	20	Ciel, réjouis-toi sur elle! Et vous, les saints, les apôtres, et les prophètes, réjouissez-vous aussi! Car Dieu vous a fait justice en la jugeant.	Dzi nedzo mi le eta, wo dzifo kple mi ame kokoewo kple mi aposto- lowo kple mi nyagblodilawo ; ela- bena Mawu dró mia nya na mi hebia Moge
REV	9	21	et ils ne se repentirent pas de leurs meurtres, ni de leurs enchantements, ni de leur impudicité ni de leurs vols.	Eye wometro tso wofe hlododowo kple wofe afakakawo kple wofe ahasiwowowo kpakple wofe fifi- fiwo me o
REV	6	12	Je regardai, quand il ouvrit le sixième sceau; et il y eut un grand tremblement de terre, le soleil devint noir comme un sac de crin, la lune entière devint comme du sang,	Eye esime wóde nutrenu adelia da la, mekpo, eye anyigba- wuwu paa de va dzo, eye ge tro zu yibo abe làfukotoku ene, eye ëleti tro zu abe wu ene
REV	19	7	Réjouissons-nous et soyons dans l’allégresse, et donnons-lui gloire; car les noces de l’agneau sont venues, et son épouse s’est préparée,	Mina dzi nadzo mí, eye míatso aseye, eye mina míatso nutikokoe ne; elabena Alé- vi la fe sródenkekenyuie la do, eye sróa dzra edokui do hoho
REV	22	10	Et il me dit: Ne scelle point les paroles de la prophétie de ce livre. Car le temps est proche.	Eye wogblo nam bena: ?Me- gatre agbalë sia me nyagblodi- nyawo nu o; !elabena geyigi la tu afe
REV	16	18	Et il y eut des éclairs, des voix, des tonnerres, et un grand tremblement de terre, tel qu’il n’y avait jamais eu depuis que l’homme est sur la terre, un aussi grand tremblement.	Eye Ja21- kedzowo kple gbedidiwo kple dzi- degbewo kple anyigbawuwu paa de, si togbee meva kpo, tso esi- me amewo le anyigba dzi o la, va dzo, ale anyigbawuwu pa nuto sia togbee va dzo
REV	12	16	Et la terre secourut la femme, et la terre ouvrit sa bouche et engloutit le fleuve que le dragon avait lancé de sa bouche.	Ke anyi- gba ho na nyonua, eye anyigba ke nu, eye wono tosisi, si wo dri- ba la tu tso efe nu me la
REV	9	9	Elles avaient des cuirasses comme des cuirasses de fer, et le bruit de leurs ailes était comme un bruit de chars à plusieurs chevaux qui courent au combat.	Eye ako- takpohonu le wo si abe gakota- kpohonu ene, eye wofe awalawo: me fe didi le abe tasiadam kple so gede, siwo le du sim yina awa la fe didi ene
REV	14	11	Et la fumée de leur tourment monte aux siècles des siècles; et ils n’ont de repos ni jour ni nuit, ceux qui adorent la bête et son image, et quiconque reçoit la marque de son nom.	Eye wofe fuwowo fe *dzudzo la tu le dzifo yim tso mavo me yi de mavo me, eye amesiwo de ta agu na là la kple amesi ke ho efe nko fe dzesi la, womakpo dzudzo zà kple keli o
REV	12	11	Ils l’ont vaincu à cause du sang de l’agneau et à cause de la parole de leur témoignage, et ils n’ont pas aimé leur vie jusqu’à craindre la mort.	Eye wodu edzi Yo alévi la fe wu kple wofe dasedidi fe nya la me, eye wo- meló wofe agbe o vasede ku me
REV	3	16	Ainsi, parce que tu es tiède, et que tu n’es ni froid ni bouillant, je te vomirai de ma bouche.\wj*	Ke le esi nàle yoyroe, médze dzo o, eye méfa ha o ñuti la, matu wo afu gbe atso nye nu me
REV	2	19	Je connais tes œuvres, ton amour, ta foi, ton fidèle service, ta constance, et tes dernières œuvres plus nombreuses que les premières.\wj*	Menyà wò do- wowowo kple wò 1016 kple wò hose kple wò subosubodo kpa- p kp. 2; Heb.6, m kp. 4. 5. 14. s Fia. I, 6, 31; Fia. II. 9, 22. t Ko.2,28; Yoh. ; Yak. 1, 12, Mat
REV	21	18	La muraille était construite en jaspe, et la ville était d’or pur, semblable à du verre pur.	Eye nusi wotso do glia la, enye yaspis-kpe, eye du la nye sika dzadze hele abe ahühóe dzadze ene
REV	19	1	Après cela, j’entendis dans le ciel comme une voix forte d’une foule nombreuse qui disait: Alléluia! Le salut, la gloire, et la puissance sont à notre Dieu,	Nusiawo megbela mese gbe = yaa de le abe ameha gaa de fe gbedidi ene, le dzifo le gbo- gblom bena: Mikafu Yehowa! No- name kple nutikokoe kple nusé nanye mía Mawu la to; 2 elabe- na ?efe Wonudodró nye nyatefeto kple dzodzoeto; elabena eirb wo- nu gbolo ga, si tso efe gbolowo- wo gblé anyigba dzi la, teye wò- bia efe dolawo fe wu fe hló le esi
REV	17	14	Ils combattront contre l’agneau, et l’agneau les vaincra, parce qu’il est le Seigneur des seigneurs et le Roi des rois, et les appelés, les élus et les fidèles qui sont avec lui les vaincront aussi.	Amesia- wo awo awa kple Alevi la, eye Alévi la ladu wo dzi; ?elabena afetowo dzi afeto kple fiawo dzi fia wonye, eye amesiwo li kplii la, *wonye ame yoyowo kple ame tiatiawo kpakple nutefewolawo
REV	17	6	Et je vis cette femme ivre du sang des saints et du sang des témoins de Jésus. Et, en la voyant, je fus saisi d’un grand étonnement.	Eye mekpo nyonu la mu ame kokoewo fe wu kple Yesu fe dasedilawo fe wu. Eye esime mekpoe la, nye mo wo yà gede duto
REV	19	19	Et je vis la bête, et les rois de la terre, et leurs armées rassemblées pour faire la guerre à celui qui était assis sur le cheval et à son armée.	Eye mekpo là la kple anyi- gba dzi fiawo kple wote awako- wo fo wo dokui nu fu, be yewoa- wo awa kple amesi le so dzi la kple efe awako la
REV	18	14	Les fruits que désirait ton âme sont allés loin de toi; et toutes les choses délicates et magnifiques sont perdues pour toi, et tu ne les retrouveras plus.	Eye atikutsetse, siwo dzroa wo luwo la, dzo le gbowó, eye nu viviwo kple atsyódonuwo kata bu de wó, eye mégale wo kpo ge .18,20.21; . b ; Yer. d . / . g . 8. i ; Yer. k . n p ; . . a .64. t . uYes.24,8;Hez. v .13. y ,16,9; z . . 37. gbedegbede akpo o
REV	19	11	Puis je vis le ciel ouvert, et voici, parut un cheval blanc. Celui qui le montait s’appelle Fidèle et Véritable, et il juge et combat avec justice.	Eye mekpo dzifo le nuvo; eye kpo da, imekpo so gia de, 5 11,15. d . 5. h . 2. k Yoh. 1, 1. n
REV	11	18	Les nations se sont irritées; et ta colère est venue, et le temps est venu de juger les morts, de récompenser tes serviteurs les prophètes, les saints et ceux qui craignent ton nom, les petits et les grands, et de détruire ceux qui détruisent la terre.	Eye dzi ku du- kowo, eye wà dziku va, eye ame kukuwo fe geyigi la do, bene woadró wonu wo, eye be nana fetu wó dola, siwo nye nyagblo- dilawo, kple ame kokoewo kple amesiwo voa wo nko la, deviwo kple ame tsitsiwo, eye be natsró amesiwo gbléa anyigba la
REV	13	11	Puis je vis monter de la terre une autre bête, qui avait deux cornes semblables à celles d’un agneau, et qui parlait comme un dragon.	Eye mekpo là bubua de le dodom tso anyigba me, eye dzo eve li ne tabe alévi to ene, eye wófo nu abe wo driba la ene
REV	9	16	Le nombre des cavaliers de l’armée était de deux myriades de myriades: j’en entendis le nombre.	Eye sodolawo fe awako fe hehlëme le akpe ewo tefe akpe ewo tefe eve; mese wote hehlëme
REV	11	9	Des hommes d’entre les peuples, les tribus, les langues, et les nations, verront leurs cadavres pendant trois jours et demi, et ils ne permettront pas que leurs cadavres soient mis dans un sépulcre.	Eye dukowo fe fomeawo kple gbegbogblowo kpakple trósubo- lawo dometoa dewo lakpo wofe nutila kukuawo nkeke eto kple afá, eye womade mo be, woadi wote nutilà kukuawo o
REV	21	27	Il n’entrera chez elle rien de souillé, ni personne qui se livre à l’abomination et au mensonge; il n’entrera que ceux qui sont écrits dans le livre de vie de l’agneau.	Eye nusianu, si nye nu makomako kple amesiwo woa nunyonuwo, eye wokaa awa- tso la, womele yiyi ge de eme o, negbe amesiwo wonlo de Alévi la fe agbegbaléa me 1a Koe. Agbetsi kple agbeti. kple 2 Eye wófia agbetsitosisia de, si le dzo sim abe kristalo ene, hele dodom tso Mawu kple Alévi la fe fiazikpui me le efe ablo la titina lam
REV	21	15	Celui qui me parlait avait pour mesure un roseau d’or, afin de mesurer la ville, ses portes et sa muraille.	Eye amesi le nu fom kplim 1a, lé sikadzidzeti de asi, be yeadzidze du la kple efe agboawo kpakple efe gli la
REV	22	5	Il n’y aura plus de nuit; et ils n’auront besoin ni de lampe ni de lumière, parce que le Seigneur Dieu les éclairera. Et ils régneront aux siècles des siècles.	Eye zà megale dodo ge o; eye womele akadi alo ge fe keklé Wa ge o; elabena Afeto Mawu, ana keklé wo, eye woadu fia tso mavo me yi de mavo me. Nuhob18
REV	17	15	Et il me dit: Les eaux que tu as vues, sur lesquelles la prostituée est assise, ce sont des peuples, des foules, des nations, et des langues.	Eye wógblo nam bena: *Tsi, siwo nékpo, siwo dzi gbolo la bobo no la, wonye dukowo kple amehawo kple hehemedukowo kpakple gbegbogblowo
REV	14	18	Et un autre ange, qui avait autorité sur le feu, sortit de l’autel, et s’adressa d’une voix forte à celui qui avait la faucille tranchante, disant: Lance ta faucille tranchante, et vendange les grappes de la vigne de la terre; car les raisins de la terre sont mûrs.	Eye mawudola bubua de, si kpo nusé de dzo dzi la, do tso vosamlekpui la me, eye wodo sli kple gbe gàa de do de amesi lé he gobe dade de asi la bena: Do wo he gobe dade la da, ne nala anyigba dzi weinka fe kpo- wo; elabena efe kutsetseawo di!
REV	18	4	Et j’entendis du ciel une autre voix qui disait: Sortez du milieu d’elle, mon peuple, afin que vous ne participiez point à ses péchés, et que vous n’ayez point de part à ses fléaux.	Eye mese gbe bubua de tso dzifo le gbogblom bena: Mi ame- Babilon mumu. 'Isiwo nye nye duko la, mido go tso me, bene miagade ha kplii le efe nuvowo me o, eye bena miagaho efe fuwoame fe deke o; 5 ela- bena efe nuvówo ko yi dato dzi- fo, eye Mawu do ñku efe nu ma- dzomadzo wowowo dzi
REV	19	9	Et l’ange me dit: Écris: Heureux ceux qui sont appelés au festin de noces de l’agneau! Et il me dit: Ces paroles sont les véritables paroles de Dieu.	Eye wógblo nam bena: Nlo bena: *Woayra amesiwo wo- kpe va Alévi la fe sródenududu la gbo! Eye wógagblo nam bena: Esiawo nye Mawu fe nya vava- wo
REV	6	8	Je regardai, et voici, parut un cheval d’une couleur pâle. Celui qui le montait se nommait la mort, et le séjour des morts l’accompagnait. Le pouvoir leur fut donné sur le quart de la terre, pour faire périr les hommes par l’épée, par la famine, par la mortalité, et par les bêtes sauvages de la terre.	Eye kpo da, mekpo so hëa de, eye amesi doe la, fe nkoe nye Ku, eye tsiéfe le eyome. Eye wona nusé wo de anyigba fe akpa enelia dzi,2 be woatso yi kple do- wuame kple ku kpakple anyigba dzi láwo awu amewoe
REV	19	6	Et j’entendis comme une voix d’une foule nombreuse, comme un bruit de grosses eaux, et comme un bruit de forts tonnerres, disant: Alléluia! Car le Seigneur notre Dieu tout-puissant est entré dans son règne.	Eye mese gbea de le abe ameha paa de fe gbedidi ene, eye wòle abe tsi gedewo fe gbedidi ene, eye wüle abe dzidegbe se- séwo fe gbedidi ene Ie gbogblom bena: Mikafu Yehowa! Elabena Afeto, mía Mawu, nusékakáto la, le fia dum!
REV	10	4	Et quand les sept tonnerres eurent fait entendre leurs voix, j’allais écrire; et j’entendis du ciel une voix qui disait: Scelle ce qu’ont dit les sept tonnerres, et ne l’écris pas.	Eye esime dzidegbe adreawo de wofe gbe de go la, medi be, manloe; eye mese gbea de tso dzifo le gbogblom bena: PTre nusiwo dzidegbe adreawo gblo la nu, eye megaülo wo o
